Reward,Episode
102.0,0
100.0,1
52.0,2
106.0,3
80.0,4
82.0,5
64.0,6
54.0,7
88.0,8
92.0,9
78.0,10
86.0,11
78.0,12
66.0,13
98.0,14
60.0,15
100.0,16
70.0,17
32.0,18
92.0,19
62.0,20
48.0,21
66.0,22
52.0,23
78.0,24
64.0,25
68.0,26
44.0,27
74.0,28
92.0,29
54.0,30
70.0,31
90.0,32
42.0,33
48.0,34
108.0,35
68.0,36
54.0,37
70.0,38
70.0,39
