Reward,Episode
118.0,0
112.0,1
62.0,2
122.0,3
102.0,4
88.0,5
104.0,6
102.0,7
98.0,8
104.0,9
88.0,10
120.0,11
116.0,12
122.0,13
112.0,14
110.0,15
106.0,16
104.0,17
98.0,18
124.0,19
96.0,20
66.0,21
78.0,22
104.0,23
96.0,24
102.0,25
104.0,26
148.0,27
110.0,28
112.0,29
80.0,30
108.0,31
128.0,32
86.0,33
90.0,34
124.0,35
116.0,36
104.0,37
82.0,38
102.0,39
