Reward,Episode
98.0,0
112.0,1
82.0,2
74.0,3
82.0,4
62.0,5
104.0,6
66.0,7
74.0,8
42.0,9
100.0,10
96.0,11
88.0,12
96.0,13
74.0,14
92.0,15
100.0,16
98.0,17
50.0,18
60.0,19
92.0,20
86.0,21
60.0,22
82.0,23
70.0,24
96.0,25
104.0,26
104.0,27
74.0,28
112.0,29
102.0,30
76.0,31
102.0,32
134.0,33
84.0,34
86.0,35
86.0,36
64.0,37
46.0,38
84.0,39
