Reward,Episode
88.0,0
80.0,1
90.0,2
68.0,3
74.0,4
114.0,5
106.0,6
116.0,7
92.0,8
118.0,9
60.0,10
112.0,11
84.0,12
112.0,13
124.0,14
138.0,15
106.0,16
100.0,17
90.0,18
82.0,19
110.0,20
108.0,21
90.0,22
108.0,23
88.0,24
92.0,25
112.0,26
104.0,27
124.0,28
84.0,29
84.0,30
92.0,31
106.0,32
74.0,33
66.0,34
118.0,35
106.0,36
82.0,37
100.0,38
106.0,39
