Reward,Episode
90.0,0
74.0,1
80.0,2
106.0,3
96.0,4
80.0,5
96.0,6
76.0,7
108.0,8
94.0,9
76.0,10
104.0,11
118.0,12
86.0,13
110.0,14
98.0,15
60.0,16
72.0,17
74.0,18
66.0,19
54.0,20
104.0,21
94.0,22
70.0,23
86.0,24
70.0,25
52.0,26
74.0,27
92.0,28
66.0,29
84.0,30
78.0,31
58.0,32
54.0,33
102.0,34
48.0,35
42.0,36
84.0,37
98.0,38
58.0,39
