Reward,Episode
110.0,0
104.0,1
76.0,2
98.0,3
64.0,4
72.0,5
70.0,6
88.0,7
96.0,8
62.0,9
76.0,10
108.0,11
106.0,12
104.0,13
116.0,14
82.0,15
112.0,16
112.0,17
104.0,18
78.0,19
90.0,20
92.0,21
70.0,22
74.0,23
74.0,24
52.0,25
94.0,26
82.0,27
106.0,28
78.0,29
74.0,30
76.0,31
90.0,32
106.0,33
96.0,34
136.0,35
104.0,36
82.0,37
100.0,38
124.0,39
