Reward,Episode
84.0,0
88.0,1
68.0,2
90.0,3
78.0,4
100.0,5
106.0,6
88.0,7
64.0,8
66.0,9
64.0,10
44.0,11
86.0,12
64.0,13
52.0,14
64.0,15
80.0,16
78.0,17
88.0,18
64.0,19
66.0,20
50.0,21
86.0,22
86.0,23
94.0,24
78.0,25
82.0,26
60.0,27
62.0,28
90.0,29
82.0,30
98.0,31
80.0,32
86.0,33
100.0,34
90.0,35
72.0,36
122.0,37
60.0,38
70.0,39
