Reward,Episode
148.0,0
106.0,1
104.0,2
120.0,3
98.0,4
116.0,5
102.0,6
100.0,7
122.0,8
118.0,9
112.0,10
102.0,11
70.0,12
114.0,13
92.0,14
128.0,15
108.0,16
114.0,17
102.0,18
118.0,19
90.0,20
102.0,21
102.0,22
74.0,23
74.0,24
92.0,25
62.0,26
86.0,27
74.0,28
82.0,29
96.0,30
68.0,31
74.0,32
100.0,33
86.0,34
100.0,35
82.0,36
90.0,37
102.0,38
66.0,39
